City,Date,PM 2.5 Value
Houma,5/6/2012,7.7
Houma,9/6/2012,11.5
Houma,10/6/2012,10.5
Houma,1/7/2012,2.7
Houma,3/7/2012,4.2
Houma,8/7/2012,10.5
Houma,6/8/2012,8.2
Houma,7/8/2012,5.9
Houma,11/8/2012,1.6
Houma,12/8/2012,5.2
Houma,2/9/2012,9.9
Houma,4/9/2012,12.5
Houma,5/9/2012,9.6
Houma,9/9/2012,7.35
Houma,10/9/2012,5.1
Houma,1/10/2012,8.8
Houma,3/10/2012,6.5
Houma,8/10/2012,6.3
Houma,6/11/2012,6.85
Houma,7/11/2012,7.4
Houma,11/11/2012,3.8
Houma,12/11/2012,4.8
Houma,2/12/2012,4.2
Houma,4/12/2012,9.8
Houma,5/12/2012,3.7
Houma,6/12/2012,5.2
Houma,9/12/2012,11.7
Houma,10/12/2012,8.2
Houma,1/13/2012,9.9
Houma,3/13/2012,4.7
Houma,8/13/2012,4.5
Houma,9/13/2012,5.9
Houma,7/14/2012,5.2
Houma,11/14/2012,8.2
Houma,12/14/2012,9.8
Houma,2/15/2012,14.1
Houma,4/15/2012,12.3
Houma,5/15/2012,15.9
Houma,6/15/2012,8.2
Houma,9/15/2012,12.4
Houma,10/15/2012,7.8
Houma,1/16/2012,5.9
Houma,3/16/2012,7.4
Houma,8/16/2012,3.8
Houma,6/17/2012,4
Houma,7/17/2012,2.2
Houma,11/17/2012,15.6
Houma,12/17/2012,6.2
Houma,2/18/2012,4.7
Houma,4/18/2012,4.9
Houma,5/18/2012,17.3
Houma,9/18/2012,5.7
Houma,10/18/2012,5.2
Houma,1/19/2012,7.7
Houma,3/19/2012,4.6
Houma,6/19/2012,5.2
Houma,8/19/2012,2.9
Houma,6/20/2012,6.4
Houma,7/20/2012,2.5
Houma,11/20/2012,19.7
Houma,12/20/2012,7.8
Houma,2/21/2012,6.7
Houma,4/21/2012,6.4
Houma,5/21/2012,17.4
Houma,9/21/2012,12.6
Houma,10/21/2012,11.15
Houma,1/22/2012,9.7
Houma,3/22/2012,3.4
Houma,8/22/2012,12.3
Houma,9/22/2012,10.4
Houma,6/23/2012,5.6
Houma,7/23/2012,4.8
Houma,11/23/2012,5
Houma,12/23/2012,5.2
Houma,2/24/2012,5.7
Houma,4/24/2012,7.5
Houma,5/24/2012,11.8
Houma,9/24/2012,8.5
Houma,10/24/2012,5.2
Houma,1/25/2012,6.8
Houma,3/25/2012,8.1
Houma,8/25/2012,5
Houma,6/26/2012,20.2
Houma,7/26/2012,4
Houma,11/26/2012,6.2
Houma,12/26/2012,8.4
Houma,2/27/2012,5.7
Houma,4/27/2012,6.7
Houma,5/27/2012,16.3
Houma,9/27/2012,12.55
Houma,10/27/2012,8.8
Houma,11/27/2012,8.75
Houma,1/28/2012,8.7
Houma,3/28/2012,8.9
Houma,8/28/2012,7
Houma,9/28/2012,5.1
Houma,6/29/2012,13.2
Houma,7/29/2012,13.2
Houma,9/29/2012,3.7
Houma,11/29/2012,5.35
Houma,12/29/2012,7
Houma,4/30/2012,7.1
Houma,5/30/2012,6.1
Houma,9/30/2012,4.4
Houma,10/30/2012,10
Houma,1/31/2012,7
Houma,3/31/2012,6.3
Houma,8/31/2012,5.2
Houma,1/1/2013,4.1
Houma,4/1/2013,5.1
Houma,5/1/2013,4.2
Houma,9/1/2013,5.1
Houma,10/1/2013,3.6
Houma,3/2/2013,9.6
Houma,8/2/2013,12.6
Houma,2/3/2013,12
Houma,6/3/2013,4
Houma,7/3/2013,9.4
Houma,11/3/2013,5.8
Houma,12/3/2013,2.9
Houma,5/4/2013,4.2
Houma,9/4/2013,7.5
Houma,10/4/2013,3.4
Houma,3/5/2013,7.7
Houma,8/5/2013,4.8
Houma,6/6/2013,5.9
Houma,7/6/2013,2.8
Houma,11/6/2013,3.3
Houma,12/6/2013,12
Houma,4/7/2013,4.6
Houma,5/7/2013,9.1
Houma,9/7/2013,6.2
Houma,10/7/2013,4.8
Houma,3/8/2013,17.5
Houma,8/8/2013,12
Houma,6/9/2013,1.9
Houma,7/9/2013,4
Houma,11/9/2013,12
Houma,4/10/2013,8
Houma,5/10/2013,3.6
Houma,9/10/2013,14.6
Houma,10/10/2013,10.5
Houma,3/11/2013,4.9
Houma,8/11/2013,3.3
Houma,2/12/2013,7.6
Houma,6/12/2013,6.7
Houma,7/12/2013,8.1
Houma,11/12/2013,11.7
Houma,2/13/2013,5.2
Houma,4/13/2013,6.5
Houma,5/13/2013,6.5
Houma,9/13/2013,8.6
Houma,10/13/2013,5.7
Houma,12/13/2013,6.8
Houma,3/14/2013,7.3
Houma,8/14/2013,2.7
Houma,12/14/2013,8.3
Houma,2/15/2013,6.8
Houma,6/15/2013,13.8
Houma,7/15/2013,4.4
Houma,11/15/2013,5.9
Houma,12/15/2013,7.9
Houma,2/16/2013,5.4
Houma,4/16/2013,7.2
Houma,5/16/2013,6.9
Houma,9/16/2013,4.7
Houma,10/16/2013,4.5
Houma,2/17/2013,5.5
Houma,3/17/2013,8.9
Houma,8/17/2013,7.8
Houma,2/18/2013,3.9
Houma,6/18/2013,2.2
Houma,7/18/2013,6.4
Houma,11/18/2013,3.8
Houma,12/18/2013,12
Houma,1/19/2013,7
Houma,4/19/2013,4.9
Houma,5/19/2013,7.5
Houma,9/19/2013,4.1
Houma,10/19/2013,5.1
Houma,3/20/2013,8.9
Houma,8/20/2013,5.4
Houma,2/21/2013,3.4
Houma,6/21/2013,11.1
Houma,7/21/2013,4
Houma,11/21/2013,8.2
Houma,12/21/2013,5.4
Houma,1/22/2013,11
Houma,4/22/2013,6.2
Houma,5/22/2013,5.1
Houma,10/22/2013,12.7
Houma,3/23/2013,9.5
Houma,8/23/2013,3.6
Houma,2/24/2013,8.2
Houma,6/24/2013,8.3
Houma,7/24/2013,12.7
Houma,9/24/2013,4.2
Houma,11/24/2013,8.9
Houma,12/24/2013,9.1
Houma,1/25/2013,7.9
Houma,4/25/2013,4.6
Houma,5/25/2013,7.9
Houma,9/25/2013,9.5
Houma,10/25/2013,8
Houma,3/26/2013,6.2
Houma,8/26/2013,3.5
Houma,2/27/2013,5.8
Houma,6/27/2013,7.2
Houma,7/27/2013,8.8
Houma,11/27/2013,7
Houma,12/27/2013,11
Houma,1/28/2013,7.6
Houma,4/28/2013,6.9
Houma,5/28/2013,6.3
Houma,9/28/2013,7.6
Houma,10/28/2013,8.4
Houma,3/29/2013,8.9
Houma,8/29/2013,19.2
Houma,6/30/2013,7.8
Houma,7/30/2013,11.4
Houma,11/30/2013,12.7
Houma,12/30/2013,10.6
Houma,1/31/2013,2.8
Houma,5/31/2013,3
Houma,10/31/2013,4.4
Houma,2/1/2014,5.6
Houma,6/1/2014,2.6
Houma,7/1/2014,7.7
Houma,11/1/2014,5
Houma,12/1/2014,4.7
Houma,1/2/2014,7.7
Houma,4/2/2014,7.5
Houma,5/2/2014,7.8
Houma,9/2/2014,3
Houma,10/2/2014,2.7
Houma,3/3/2014,4.8
Houma,8/3/2014,16.1
Houma,2/4/2014,6.1
Houma,6/4/2014,2.9
Houma,7/4/2014,15.2
Houma,11/4/2014,5.1
Houma,12/4/2014,4.6
Houma,1/5/2014,6
Houma,2/5/2014,5.3
Houma,4/5/2014,5.6
Houma,5/5/2014,7.5
Houma,9/5/2014,3
Houma,10/5/2014,6.3
Houma,2/6/2014,12.8
Houma,3/6/2014,10.7
Houma,8/6/2014,8.1
Houma,2/7/2014,14.6
Houma,6/7/2014,3
Houma,7/7/2014,12.4
Houma,11/7/2014,10.2
Houma,12/7/2014,8.7
Houma,1/8/2014,5.7
Houma,4/8/2014,5.7
Houma,5/8/2014,6
Houma,9/8/2014,9.3
Houma,10/8/2014,4.2
Houma,2/9/2014,7.5
Houma,3/9/2014,6.5
Houma,8/9/2014,6
Houma,2/10/2014,4.7
Houma,6/10/2014,5.9
Houma,7/10/2014,4.9
Houma,11/10/2014,12.1
Houma,12/10/2014,17.5
Houma,4/11/2014,6
Houma,5/11/2014,5.9
Houma,9/11/2014,3.9
Houma,10/11/2014,4.7
Houma,3/12/2014,6.1
Houma,8/12/2014,7.5
Houma,2/13/2014,11
Houma,6/13/2014,4.7
Houma,7/13/2014,9.5
Houma,11/13/2014,8.9
Houma,12/13/2014,15.7
Houma,4/14/2014,5
Houma,5/14/2014,3.5
Houma,9/14/2014,10.2
Houma,10/14/2014,3.4
Houma,3/15/2014,6.6
Houma,8/15/2014,13.5
Houma,2/16/2014,8.7
Houma,6/16/2014,7.2
Houma,7/16/2014,10.9
Houma,11/16/2014,4.9
Houma,12/16/2014,11.5
Houma,4/17/2014,6.4
Houma,5/17/2014,6.8
Houma,9/17/2014,7.7
Houma,10/17/2014,8.6
Houma,3/18/2014,7.8
Houma,8/18/2014,8.8
Houma,2/19/2014,7.4
Houma,6/19/2014,7.5
Houma,7/19/2014,4.9
Houma,11/19/2014,9.4
Houma,12/19/2014,8.4
Houma,4/20/2014,9.6
Houma,5/20/2014,6.1
Houma,9/20/2014,6.3
Houma,10/20/2014,9.9
Houma,3/21/2014,12.6
Houma,8/21/2014,5
Houma,1/22/2014,5.3
Houma,6/22/2014,7.8
Houma,7/22/2014,12.1
Houma,11/22/2014,9.4
Houma,12/22/2014,10
Houma,1/23/2014,8
Houma,4/23/2014,8.7
Houma,5/23/2014,6.6
Houma,9/23/2014,5.9
Houma,10/23/2014,8.9
Houma,3/24/2014,12.1
Houma,8/24/2014,5.1
Houma,6/25/2014,4.3
Houma,7/25/2014,8.9
Houma,11/25/2014,7.7
Houma,12/25/2014,4.7
Houma,1/26/2014,9.9
Houma,2/26/2014,6.2
Houma,4/26/2014,6.9
Houma,5/26/2014,10
Houma,9/26/2014,9.3
Houma,10/26/2014,13.3
Houma,3/27/2014,4.3
Houma,8/27/2014,3.6
Houma,2/28/2014,4.7
Houma,6/28/2014,5.7
Houma,7/28/2014,9.1
Houma,11/28/2014,5.9
Houma,12/28/2014,9.1
Houma,1/29/2014,2.7
Houma,4/29/2014,15.7
Houma,5/29/2014,3.3
Houma,9/29/2014,6.5
Houma,10/29/2014,7.5
Houma,3/30/2014,5.2
Houma,8/30/2014,2.3
Houma,7/31/2014,11.9
Houma,12/31/2014,9.5
Houma,1/1/2015,11.4
Houma,3/1/2015,5.5
Houma,8/1/2015,11.7
Houma,2/2/2015,4.9
Houma,6/2/2015,9.2
Houma,7/2/2015,9.7
Houma,11/2/2015,3.7
Houma,12/2/2015,5
Houma,5/3/2015,10.4
Houma,9/3/2015,3.1
Houma,10/3/2015,7.1
Houma,1/4/2015,4.9
Houma,3/4/2015,5.7
Houma,8/4/2015,5.4
Houma,2/5/2015,8.2
Houma,6/5/2015,8.7
Houma,11/5/2015,3.7
Houma,12/5/2015,9
Houma,1/6/2015,10.2
Houma,5/6/2015,3.6
Houma,9/6/2015,7
Houma,10/6/2015,8.7
Houma,3/7/2015,7.8
Houma,8/7/2015,5.9
Houma,2/8/2015,5.2
Houma,6/8/2015,10.7
Houma,7/8/2015,8.5
Houma,11/8/2015,3.2
Houma,12/8/2015,11.4
Houma,1/9/2015,9
Houma,4/9/2015,3.7
Houma,5/9/2015,4.8
Houma,7/9/2015,6.2
Houma,9/9/2015,4.4
Houma,10/9/2015,10.2
Houma,3/10/2015,4.9
Houma,4/10/2015,7.2
Houma,8/10/2015,11.5
Houma,2/11/2015,16.1
Houma,4/11/2015,6.3
Houma,6/11/2015,4.3
Houma,7/11/2015,6.9
Houma,11/11/2015,4.9
Houma,12/11/2015,4.7
Houma,1/12/2015,6
Houma,4/12/2015,3.2
Houma,5/12/2015,11.1
Houma,9/12/2015,4.5
Houma,10/12/2015,10.9
Houma,3/13/2015,2.9
Houma,8/13/2015,13.9
Houma,2/14/2015,16.1
Houma,6/14/2015,2.5
Houma,7/14/2015,4.7
Houma,11/14/2015,5.7
Houma,12/14/2015,2.3
Houma,1/15/2015,6.2
Houma,4/15/2015,2.9
Houma,5/15/2015,4.7
Houma,10/15/2015,24.2
Houma,3/16/2015,10.7
Houma,8/16/2015,2.5
Houma,2/17/2015,6.1
Houma,6/17/2015,6.3
Houma,7/17/2015,4.5
Houma,11/17/2015,3.5
Houma,12/17/2015,7.2
Houma,1/18/2015,5.2
Houma,4/18/2015,4.7
Houma,5/18/2015,4.5
Houma,9/18/2015,9.4
Houma,10/18/2015,18.7
Houma,3/19/2015,5.2
Houma,8/19/2015,3.2
Houma,2/20/2015,4.3
Houma,6/20/2015,8.4
Houma,7/20/2015,6.2
Houma,11/20/2015,6
Houma,12/20/2015,6.4
Houma,1/21/2015,12
Houma,4/21/2015,5.3
Houma,5/21/2015,5.1
Houma,9/21/2015,11.2
Houma,10/21/2015,4.2
Houma,3/22/2015,5.8
Houma,8/22/2015,3.4
Houma,2/23/2015,6.6
Houma,6/23/2015,9.5
Houma,7/23/2015,6.9
Houma,11/23/2015,9
Houma,12/23/2015,7.2
Houma,1/24/2015,3.6
Houma,4/24/2015,6.7
Houma,5/24/2015,6.8
Houma,9/24/2015,6.3
Houma,10/24/2015,2.6
Houma,3/25/2015,4.7
Houma,8/25/2015,9.8
Houma,2/26/2015,5.2
Houma,6/26/2015,6.6
Houma,7/26/2015,7.9
Houma,9/26/2015,7
Houma,11/26/2015,3.7
Houma,12/26/2015,7.2
Houma,4/27/2015,7.9
Houma,5/27/2015,3.2
Houma,9/27/2015,4.6
Houma,10/27/2015,1.7
Houma,3/28/2015,6.9
Houma,8/28/2015,11.2
Houma,1/29/2015,4.8
Houma,6/29/2015,9
Houma,7/29/2015,9.1
Houma,11/29/2015,2.8
Houma,12/29/2015,5
Houma,1/30/2015,8.5
Houma,4/30/2015,7.5
Houma,5/30/2015,4.4
Houma,9/30/2015,5.7
Houma,10/30/2015,13.8
Houma,3/31/2015,4.4
Houma,8/31/2015,9.7
Houma,1/1/2016,6
Houma,3/1/2016,5.6
Houma,8/1/2016,5.3
Houma,6/2/2016,5.4
Houma,7/2/2016,10.9
Houma,11/2/2016,6.2
Houma,12/2/2016,5.1
Houma,2/3/2016,5.2
Houma,4/3/2016,5.4
Houma,5/3/2016,8.4
Houma,9/3/2016,9.2
Houma,10/3/2016,11.8
Houma,1/4/2016,5.6
Houma,3/4/2016,7.2
Houma,6/5/2016,2.3
Houma,7/5/2016,9.2
Houma,11/5/2016,9.3
Houma,12/5/2016,3.9
Houma,2/6/2016,9
Houma,4/6/2016,7.3
Houma,5/6/2016,7
Houma,9/6/2016,4.7
Houma,10/6/2016,6.2
Houma,1/7/2016,8.1
Houma,3/7/2016,6.9
Houma,8/7/2016,7.6
Houma,6/8/2016,9.4
Houma,7/8/2016,11
Houma,11/8/2016,3.5
Houma,12/8/2016,8.6
Houma,2/9/2016,3.1
Houma,4/9/2016,7.2
Houma,5/9/2016,6.6
Houma,9/9/2016,2.3
Houma,10/9/2016,7.1
Houma,1/10/2016,6.8
Houma,3/10/2016,12.6
Houma,8/10/2016,2.2
Houma,6/11/2016,4.6
Houma,7/11/2016,8.5
Houma,8/11/2016,4.5
Houma,11/11/2016,9
Houma,12/11/2016,6
Houma,2/12/2016,5.2
Houma,4/12/2016,4.5
Houma,5/12/2016,7.4
Houma,9/12/2016,1.7
Houma,10/12/2016,5.2
Houma,1/13/2016,10.4
Houma,3/13/2016,4
Houma,8/13/2016,5.2
Houma,6/14/2016,13.5
Houma,7/14/2016,4.9
Houma,11/14/2016,22.3
Houma,12/14/2016,13.6
Houma,2/15/2016,7
Houma,4/15/2016,7
Houma,5/15/2016,11
Houma,9/15/2016,3
Houma,10/15/2016,5.6
Houma,1/16/2016,5.8
Houma,3/16/2016,7.1
Houma,8/16/2016,5.5
Houma,6/17/2016,9.4
Houma,7/17/2016,5.5
Houma,11/17/2016,8.7
Houma,12/17/2016,7
Houma,2/18/2016,6
Houma,4/18/2016,6.9
Houma,5/18/2016,6.7
Houma,9/18/2016,3
Houma,10/18/2016,4.9
Houma,1/19/2016,5.5
Houma,3/19/2016,4.8
Houma,8/19/2016,2.1
Houma,6/20/2016,5.7
Houma,11/20/2016,7
Houma,12/20/2016,12
Houma,2/21/2016,6.4
Houma,4/21/2016,4.4
Houma,5/21/2016,9.2
Houma,9/21/2016,8.8
Houma,10/21/2016,6.2
Houma,3/22/2016,4.9
Houma,7/22/2016,7.1
Houma,8/22/2016,4.2
Houma,6/23/2016,6.4
Houma,7/23/2016,6.5
Houma,11/23/2016,3.3
Houma,12/23/2016,9.2
Houma,2/24/2016,2.2
Houma,4/24/2016,6.6
Houma,5/24/2016,6
Houma,9/24/2016,7.9
Houma,10/24/2016,9.1
Houma,3/25/2016,9.9
Houma,8/25/2016,6.2
Houma,6/26/2016,11.3
Houma,7/26/2016,7.3
Houma,11/26/2016,10.4
Houma,1/27/2016,4.9
Houma,2/27/2016,8.7
Houma,4/27/2016,7.8
Houma,5/27/2016,7.3
Houma,10/27/2016,7.8
Houma,1/28/2016,5.5
Houma,3/28/2016,8.3
Houma,8/28/2016,2.8
Houma,6/29/2016,6.8
Houma,7/29/2016,6.7
Houma,11/29/2016,8.9
Houma,4/30/2016,7.1
Houma,5/30/2016,6.6
Houma,9/30/2016,8.7
Houma,10/30/2016,9.1
Houma,12/30/2016,3.2
Houma,1/31/2016,3.2
Houma,3/31/2016,11.8
Houma,8/31/2016,7.5
Houma,12/31/2016,3.2
Houma,1/1/2017,4.7
Houma,4/1/2017,8.5
Houma,9/1/2017,10.2
Houma,10/1/2017,9.8
Houma,3/2/2017,3.2
Houma,5/2/2017,5.5
Houma,8/2/2017,7.4
Houma,2/3/2017,13.5
Houma,3/3/2017,4.5
Houma,6/3/2017,10.7
Houma,7/3/2017,6
Houma,11/3/2017,4.6
Houma,12/3/2017,15.1
Houma,1/4/2017,5.2
Houma,4/4/2017,9.8
Houma,9/4/2017,8.4
Houma,10/4/2017,6.7
Houma,3/5/2017,6.6
Houma,8/5/2017,7.2
Houma,2/6/2017,6.2
Houma,5/6/2017,6.7
Houma,6/6/2017,4
Houma,7/6/2017,3.8
Houma,11/6/2017,4.5
Houma,12/6/2017,2.6
Houma,1/7/2017,4
Houma,4/7/2017,10
Houma,5/7/2017,7.1
Houma,9/7/2017,8.3
Houma,10/7/2017,4.4
Houma,3/8/2017,3.5
Houma,8/8/2017,9.2
Houma,2/9/2017,8.7
Houma,6/9/2017,8.8
Houma,7/9/2017,4.5
Houma,11/9/2017,11.2
Houma,12/9/2017,6
Houma,1/10/2017,4.6
Houma,4/10/2017,8.9
Houma,5/10/2017,7.8
Houma,9/10/2017,8.6
Houma,10/10/2017,8.2
Houma,3/11/2017,6.7
Houma,8/11/2017,6.7
Houma,2/12/2017,9.5
Houma,7/12/2017,4.2
Houma,11/12/2017,6.4
Houma,1/13/2017,3.4
Houma,4/13/2017,11.7
Houma,5/13/2017,6.7
Houma,9/13/2017,9.5
Houma,10/13/2017,12.8
Houma,3/14/2017,7.1
Houma,6/14/2017,5.2
Houma,8/14/2017,4.5
Houma,2/15/2017,4.9
Houma,6/15/2017,5.9
Houma,7/15/2017,4.6
Houma,11/15/2017,10.4
Houma,12/15/2017,10.4
Houma,1/16/2017,5.3
Houma,4/16/2017,5.8
Houma,5/16/2017,8.3
Houma,9/16/2017,3.6
Houma,10/16/2017,4.7
Houma,3/17/2017,4.7
Houma,8/17/2017,13.7
Houma,2/18/2017,3.5
Houma,6/18/2017,4.4
Houma,7/18/2017,2.5
Houma,11/18/2017,5.2
Houma,12/18/2017,3.5
Houma,1/19/2017,4.4
Houma,5/19/2017,10.3
Houma,9/19/2017,6.6
Houma,10/19/2017,7.5
Houma,3/20/2017,6.7
Houma,8/20/2017,9.4
Houma,2/21/2017,2.3
Houma,6/21/2017,5.3
Houma,7/21/2017,9
Houma,11/21/2017,5.7
Houma,12/21/2017,7.5
Houma,1/22/2017,7
Houma,4/22/2017,6.4
Houma,5/22/2017,5.1
Houma,9/22/2017,8.6
Houma,10/22/2017,3.1
Houma,3/23/2017,12.1
Houma,8/23/2017,8.4
Houma,2/24/2017,8.85
Houma,6/24/2017,9.3
Houma,7/24/2017,18.1
Houma,11/24/2017,7.6
Houma,12/24/2017,6.5
Houma,1/25/2017,5.3
Houma,4/25/2017,4.7
Houma,5/25/2017,5.1
Houma,9/25/2017,5.5
Houma,10/25/2017,8
Houma,3/26/2017,11.5
Houma,8/26/2017,7.1
Houma,2/27/2017,7.9
Houma,6/27/2017,9.2
Houma,7/27/2017,18.5
Houma,11/27/2017,6.9
Houma,12/27/2017,3.3
Houma,1/28/2017,4
Houma,4/28/2017,18
Houma,5/28/2017,28.7
Houma,9/28/2017,11.4
Houma,10/28/2017,4.2
Houma,3/29/2017,7.8
Houma,8/29/2017,4.2
Houma,6/30/2017,24.4
Houma,7/30/2017,11.1
Houma,11/30/2017,12.6
Houma,12/30/2017,5.9
Houma,1/31/2017,3.3
Houma,5/31/2017,7
Houma,10/31/2017,4.9
Houma,2/1/2018,6.5
Houma,6/1/2018,9
Houma,7/1/2018,7.5
Houma,8/1/2018,7.3
Houma,11/1/2018,4.2
Houma,12/1/2018,9.8
Houma,1/2/2018,8.4
Houma,4/2/2018,5.5
Houma,5/2/2018,8.9
Houma,9/2/2018,1.8
Houma,10/2/2018,5
Houma,3/3/2018,9.8
Houma,8/3/2018,4.7
Houma,2/4/2018,7.3
Houma,6/4/2018,10.7
Houma,7/4/2018,8.6
Houma,11/4/2018,4.5
Houma,12/4/2018,4.5
Houma,1/5/2018,12.2
Houma,4/5/2018,5.3
Houma,5/5/2018,8
Houma,9/5/2018,5.3
Houma,10/5/2018,6.8
Houma,3/6/2018,5.2
Houma,4/6/2018,5.7
Houma,8/6/2018,4.2
Houma,2/7/2018,3.7
Houma,7/7/2018,3.7
Houma,11/7/2018,4.3
Houma,12/7/2018,4.4
Houma,1/8/2018,3.2
Houma,5/8/2018,11.7
Houma,9/8/2018,5.9
Houma,10/8/2018,4.6
Houma,3/9/2018,8.3
Houma,4/9/2018,8.7
Houma,6/9/2018,8.6
Houma,8/9/2018,3.2
Houma,2/10/2018,5.7
Houma,6/10/2018,8
Houma,7/10/2018,10.5
Houma,11/10/2018,4.1
Houma,12/10/2018,6.4
Houma,1/11/2018,3
Houma,5/11/2018,9.8
Houma,9/11/2018,5.6
Houma,10/11/2018,7.4
Houma,4/12/2018,6.5
Houma,8/12/2018,21.1
Houma,2/13/2018,7.1
Houma,6/13/2018,3.9
Houma,7/13/2018,13.2
Houma,11/13/2018,4.9
Houma,12/13/2018,2.7
Houma,1/14/2018,5.8
Houma,4/14/2018,8.9
Houma,5/14/2018,13.7
Houma,9/14/2018,4.7
Houma,10/14/2018,5.4
Houma,8/15/2018,16
Houma,2/16/2018,6
Houma,6/16/2018,7
Houma,7/16/2018,16.7
Houma,12/16/2018,5.5
Houma,1/17/2018,5.4
Houma,3/17/2018,6.5
Houma,4/17/2018,4.6
Houma,5/17/2018,11.8
Houma,9/17/2018,8.3
Houma,10/17/2018,11.3
Houma,11/17/2018,8.2
Houma,3/18/2018,11.2
Houma,8/18/2018,4.2
Houma,2/19/2018,4.9
Houma,6/19/2018,9.2
Houma,7/19/2018,14.7
Houma,11/19/2018,9
Houma,12/19/2018,4.7
Houma,1/20/2018,5.8
Houma,4/20/2018,5.8
Houma,5/20/2018,7.2
Houma,9/20/2018,8.7
Houma,10/20/2018,6.3
Houma,3/21/2018,8
Houma,8/21/2018,5.6
Houma,2/22/2018,7.5
Houma,3/22/2018,5.9
Houma,7/22/2018,15.4
Houma,11/22/2018,8.6
Houma,12/22/2018,4.2
Houma,1/23/2018,4.5
Houma,4/23/2018,6.7
Houma,5/23/2018,5.1
Houma,9/23/2018,3.3
Houma,10/23/2018,6
Houma,3/24/2018,6.3
Houma,8/24/2018,19.8
Houma,2/25/2018,5.1
Houma,6/25/2018,8.2
Houma,7/25/2018,14.3
Houma,11/25/2018,8.7
Houma,12/25/2018,6
Houma,4/26/2018,6.4
Houma,5/26/2018,4
Houma,9/26/2018,4.5
Houma,10/26/2018,5
Houma,3/27/2018,12.3
Houma,8/27/2018,2.7
Houma,2/28/2018,4.8
Houma,6/28/2018,7.7
Houma,11/28/2018,9.1
Houma,1/29/2018,3.7
Houma,4/29/2018,9.5
Houma,5/29/2018,8.9
Houma,9/29/2018,6.6
Houma,10/29/2018,9.6
Houma,12/29/2018,6.3
Houma,3/30/2018,5.3
Houma,8/30/2018,2.4
Houma,3/1/2019,6.6
Houma,8/1/2019,7
Houma,2/2/2019,12.1
Houma,6/2/2019,11.5
Houma,7/2/2019,4.5
Houma,12/2/2019,6.1
Houma,4/3/2019,6.6
Houma,5/3/2019,5.2
Houma,9/3/2019,5.3
Houma,10/3/2019,8.5
Houma,3/4/2019,6.7
Houma,8/4/2019,3.3
Houma,1/5/2019,5.7
Houma,2/5/2019,7.5
Houma,6/5/2019,5.8
Houma,7/5/2019,15
Houma,12/5/2019,13.4
Houma,1/6/2019,9.7
Houma,4/6/2019,11.1
Houma,5/6/2019,6.2
Houma,9/6/2019,17.5
Houma,10/6/2019,5.1
Houma,3/7/2019,4.3
Houma,8/7/2019,7.4
Houma,2/8/2019,3.1
Houma,6/8/2019,8.1
Houma,7/8/2019,11.4
Houma,11/8/2019,7.6
Houma,12/8/2019,10
Houma,1/9/2019,3.8
Houma,4/9/2019,5.1
Houma,5/9/2019,9.4
Houma,9/9/2019,14
Houma,10/9/2019,8.5
Houma,11/9/2019,11.7
Houma,3/10/2019,7.9
Houma,8/10/2019,7.9
Houma,2/11/2019,3.3
Houma,6/11/2019,9.8
Houma,11/11/2019,5.1
Houma,1/12/2019,4.6
Houma,4/12/2019,6.5
Houma,5/12/2019,6.9
Houma,9/12/2019,9.7
Houma,10/12/2019,3.6
Houma,11/12/2019,3.1
Houma,12/12/2019,7.2
Houma,3/13/2019,6.7
Houma,8/13/2019,6
Houma,2/14/2019,3.9
Houma,6/14/2019,9.9
Houma,11/14/2019,9.2
Houma,12/14/2019,6.7
Houma,1/15/2019,8.6
Houma,4/15/2019,4.9
Houma,5/15/2019,8.3
Houma,9/15/2019,6.3
Houma,10/15/2019,4.7
Houma,3/16/2019,3.7
Houma,8/16/2019,9.3
Houma,2/17/2019,5.5
Houma,6/17/2019,4.7
Houma,7/17/2019,13.3
Houma,11/17/2019,15.2
Houma,12/17/2019,3
Houma,1/18/2019,4.3
Houma,4/18/2019,7.7
Houma,5/18/2019,7.7
Houma,7/18/2019,6.1
Houma,10/18/2019,6.1
Houma,7/19/2019,4.5
Houma,8/19/2019,5.4
Houma,2/20/2019,10.1
Houma,6/20/2019,13.1
Houma,7/20/2019,4.5
Houma,11/20/2019,12.9
Houma,12/20/2019,6.3
Houma,1/21/2019,5.3
Houma,3/21/2019,7
Houma,4/21/2019,5.5
Houma,5/21/2019,8.8
Houma,10/21/2019,4.2
Houma,3/22/2019,9
Houma,8/22/2019,6
Houma,2/23/2019,7
Houma,6/23/2019,20.2
Houma,7/23/2019,7.4
Houma,11/23/2019,5.5
Houma,12/23/2019,3.9
Houma,1/24/2019,6
Houma,4/24/2019,5.5
Houma,5/24/2019,6.3
Houma,9/24/2019,6.9
Houma,10/24/2019,8.9
Houma,3/25/2019,6.7
Houma,8/25/2019,5.6
Houma,9/25/2019,8
Houma,2/26/2019,8.6
Houma,6/26/2019,20.9
Houma,7/26/2019,6.1
Houma,11/26/2019,4.7
Houma,12/26/2019,5.2
Houma,1/27/2019,5.2
Houma,4/27/2019,6.7
Houma,5/27/2019,9.2
Houma,9/27/2019,14.8
Houma,10/27/2019,5.5
Houma,3/28/2019,7.4
Houma,8/28/2019,7
Houma,9/28/2019,8.8
Houma,6/29/2019,8.5
Houma,7/29/2019,4.3
Houma,11/29/2019,8.7
Houma,12/29/2019,3.2
Houma,1/30/2019,2.6
Houma,4/30/2019,7.9
Houma,5/30/2019,8.7
Houma,9/30/2019,6
